opp_pand,build_year,build_type,geometry_wkt,frontview_url
61,1922,Hoekwoning,"POLYGON((104905.322 499819.187,104902.61 499822.592,104895.293 499816.763,104899.373 499811.511,104906.326 499817.014,104904.89 499818.862,104905.322 499819.187))",input_img_1.jpg
